category,project,InducingDate,BugFixing,FixingDates,InducingMessage
Assembly,BBN-Q/pyqgl2,99aa4a127b3cf94737f8e806e30e0873d3d093ad,2016-05-03T23:29:24Z,81266a663f1a63f06470ee23530ed76aaff0b4fe/a9d4236458a27cdb1f42b22e7d266ce0161d526d/2358e1d67873108382c3119d15ccf0d4f804990e/9864616317c02db858472e4f861f282e054683ad/,2016-05-04 10:31:18-04:00/2016-05-12 08:40:00-04:00/2016-05-11 22:42:21-04:00/2016-05-16 16:35:35-04:00/,"improve the way the change count is calculated

count if/then/else changes"
Assembly,BBN-Q/pyqgl2,a9d4236458a27cdb1f42b22e7d266ce0161d526d,2016-05-12T12:40:00Z,9864616317c02db858472e4f861f282e054683ad/cbd421f6cefc2dbd63d696b0ca92698054324459/ba8eb39f23f8c7bf5f4dc5425d6596d56461859a/cf7820b16fd2d366ac7e784076b2b9a0dc93682f/ddbaf39ee4162f676ebf53b94da3e98c1181d857/,2016-05-16 16:35:35-04:00/2017-03-22 16:14:31-04:00/2016-05-25 18:33:48-04:00/2016-10-04 08:28:08-04:00/2016-05-13 06:43:26-04:00/,"almost recuring properly on ast.For

local variables within an expanded body are not being
renamed properly.  Every assignment in an inner block
needs to have its name rewritten unless we can prove that
the resulting binding is only used in that pass through
the block (which is rare, but possible)"
Assembly,BBN-Q/pyqgl2,c73264c05aa9a22635eb3cdfe1b9a58948910366,2016-05-26T20:06:13Z,dabe675ff8918039179cf53f1b22c7d99597ee52/e430d3d21e6d57b56d2089aadc697c5c6e3df131/,2016-07-22 09:48:58-04:00/2016-06-03 14:06:34-04:00/,add stub for Barrier()
Assembly,BBN-Q/pyqgl2,1d7ef261e6ca139d2ac75deaaeb5dca2ec801a5a,2016-06-09T19:29:21Z,065efcd80a6c65a9b814c178446eb65adfe0510c/1b0488f40fb5ea8adf25db9c7ca12ddebebf3ee1/69bce9b8adc838bd7d6c15fecdc4feb925eff0fb/9a71e54fc5cb200c46d5b192d2ebe318eb40607d/,2016-06-30 17:29:47-04:00/2016-06-13 19:31:56-04:00/2016-06-09 16:32:33-04:00/2016-07-01 11:57:21-04:00/,"mockup of barriers at start/end function

the code to process things later doesn't know what to do about
these barriers yet.  They may be converted into a ""parameterized""
with-concur on the appropriate set of qbits, or a vanilla with-concur
and a placeholder reference."
Assembly,BBN-Q/pyqgl2,339c185078bc4c6974ee501387f6d40a5ae607e4,2016-07-07T17:53:43Z,96ba32c894075dee8727fb1565dc534a32235f6d/f6164de8ec7318a1b1117fc9cf2059b3b2c75d6c/,2016-07-07 18:10:24-04:00/2017-04-06 10:01:35-04:00/,"handle case where we have an empty orelse

I assumed that if there was an orelse, then it
would contain something.  This isn't true: some
AST nodes have empty orelse fields."
Assembly,BBN-Q/pyqgl2,33b817dfe7a03232d53f7db1bc0d18d98a364854,2016-10-14T15:37:43Z,a01b8a0a67574d86a037d69d326f16eb6e5bdb60/5a183e7ff4b06cdcd96b3af39a62b77d4329146c/,2017-04-07 15:05:12-04:00/2017-03-23 14:08:52-04:00/,"replace pseudocode with more realistic pseudocode

still uses some fake operations, but at least it's consistent"
Assembly,BBN-Q/pyqgl2,6590fa7704526ae87459c5311c937b3b83173ff6,2016-03-31T23:12:10Z,60227f5d493445cb5f1476a4ffdbcca17fb327e3/9800d938f4f5f08f003c6d16ece745e6e8273bb2/bb728282e2365260f4ebd992c1c79b1c6e550856/,2017-03-23 17:06:57-04:00/2017-03-23 17:09:22-04:00/2017-03-30 15:26:04-04:00/,"add import information to the qgl2stub decorator

include info about what needs to be imported in order
to satisfy the stub references"
Assembly,BBN-Q/pyqgl2,b42a5c1100ba54c0b516c92c70bcb6a5d4acf6c5,2016-04-22T12:46:52Z,a99fbc838c186178e25d78686802f93eba1c1df8/,2016-04-25 15:52:17-04:00/,merge fixes to Waveform printing from QGL/master
Assembly,BBN-Q/pyqgl2,e281e54b46fe09121fa92f0c28e909cf522672f2,2015-12-10T21:09:42Z,673d4af48598e6cf070394c538e19c3facb4f69b/ae3b9b5e65e726585442559f1f8215eb3093a873/e9291c43ef1f7699221b17647d9e1d2d27ce4c88/80c66a55cd4a1fd64afdaa72dea2ab42b2fe5c80/e2f8e8dbb3969de855447d253bc9ed0772d58f20/7775f56f5e3743a9b6b73f33a063cfd3ed1a8871/170e720cbfa5069f523c4eaed7d550185e33eb6f/9b7a544414650f8d04e88697397a27578208dcdb/,2015-12-10 17:38:11-05:00/2016-04-06 16:02:17-04:00/2016-02-25 11:20:51-05:00/2016-04-01 09:13:59-04:00/2016-03-01 17:12:39-05:00/2016-03-18 10:12:26-04:00/2016-04-06 17:19:48-04:00/2016-03-18 16:16:29-04:00/,"propogate qbit definitions correctly

mostly works, except for keyword args, which don't work at all.

festooned with a lot of debugging/diagnostic code and old
comments from the previous version: needs a scrubbing"
Assembly,BBN-Q/pyqgl2,c3de65667d0c27921cc7c7329a2561267656ecd4,2016-09-07T18:44:15Z,51074226af6a68525168ff88c5e230eea7ce0918/db6d3739e75272be796f25530cdfa878edb0b53b/5c76ad62ff8f8eaf65da5717506e20d98578ec7e/91b34ced66e3c7df3030aadb2e0ef9e07b8a6049/232a7e379b0311f1d19d505b525193629a2598e3/d3de87fa0b4eb305fb1d6eb07a59ed0a68cdd27c/,2016-09-19 15:44:59-04:00/2016-09-20 09:30:02-04:00/2016-09-21 11:33:16-04:00/2017-03-29 11:41:52-04:00/2017-03-22 17:09:00-04:00/2016-09-15 14:27:34-04:00/,Try to fix unit tests by creating a test channel library.
Assembly,BBN-Q/pyqgl2,bbfd3d55979979d6e62ada9c339de5018169f9f6,2016-03-17T17:47:05Z,9a821ed0853081096597d096ff9ad3344f3c0762/ae3b9b5e65e726585442559f1f8215eb3093a873/,2016-04-06 17:10:57-04:00/2016-04-06 16:02:17-04:00/,"Support qgl2stub as a function whose args we check but do not inline the body. Special case when inlining a function: if the first line is an expression that is a string, skip it - it's method doc."
Assembly,BBN-Q/pyqgl2,29a39b1368276c16fd654acd1aa1a5cc68da6623,2015-11-11T19:20:54Z,df1a66d81703dff93e18d6719cbb13db4f9e5599/10bb55d2cf6dc8c9fbe9c0ccb060e788da443876/3d7684c52e971ee5e1db1dd858a2a387230acea1/30f7569b113ce66b0c9e5746412fa3a9cd37dc50/6d013fa62f8050da64be893e54a924186de05993/f45dc8c6d9e5b88c00dff2547a96f53a9643943f/,2015-12-04 12:52:24-05:00/2015-11-11 17:16:43-05:00/2015-11-13 16:54:06-05:00/2015-12-11 13:28:40-05:00/2016-02-29 15:58:40-05:00/2015-11-23 15:08:10-05:00/,"search decorators for qgl2main, qgl2func

also add logic for choosing a different function
to use as the main instead of the declared function"
Assembly,BBN-Q/pyqgl2,0c6da23361448b8f9b88727fedfbfd3fe00b748a,2016-04-19T17:47:26Z,a76459f972ef3d91648f774e2d5982c4ed1dafcf/8782508880d376c2039a62e7d513657cc8e3bc5b/,2017-04-13 10:01:57-04:00/2016-04-20 14:06:37-04:00/,More missing QGL1 stubs.
Assembly,BBN-Q/pyqgl2,0b2de90291611a6282d22a52cadfb837a874f2d4,2016-06-27T22:40:13Z,afab6733b31db6aac6fe2ccb150aafa5fe239980/f6164de8ec7318a1b1117fc9cf2059b3b2c75d6c/f363a7bf1f9f3c912196ed1807905282125a0b57/,2016-06-30 18:21:21-04:00/2017-04-06 10:01:35-04:00/2016-06-27 21:09:50-04:00/,"move AST with-concur, with-infunc, etc to ast_qgl2"
Assembly,BBN-Q/pyqgl2,54f882a9e98ca017fc3b027ff85c003fe97b4a9f,2016-09-12T20:40:47Z,d5259010741db8ab055c5384c6bcba80eebfddd8/a4e9b584ec2385271b2a8b174cd697da236dd543/81e486cb656228addb724032cc1d8edb04d721ce/73d3663612c5127c1e6b036a9f40e86089645906/2039148c0479387a4147c430a84c9d39f53a895d/a01b8a0a67574d86a037d69d326f16eb6e5bdb60/,2019-06-18 19:55:45-04:00/2016-10-07 12:26:51-04:00/2016-09-15 13:54:38-04:00/2016-09-29 16:36:27-04:00/2016-10-04 16:46:41-04:00/2017-04-07 15:05:12-04:00/,"clean up FlipFlop, get it working. Instead of setting new dragScaling val on the qubit, set it on the pulses"
Assembly,BBN-Q/pyqgl2,636398387db14da08e2c58a533b9fb9d72bdde22,2016-06-03T18:07:12Z,722cebfeda7fadce9a4657971bd7731fc85ca74a/,2017-03-22 16:18:22-04:00/,"If we get something not inside a with concur but it is only a single channel, then tack it on to the proper sequence. We think with Dan's fixes this won't be necessary."
Assembly,BBN-Q/pyqgl2,2b2edf218bfd09f80c60f8ec5056919f8c5c4305,2016-04-28T13:28:15Z,69637b7eae113a830fa13c067714ceef1283f19c/,2019-10-02 13:57:45-04:00/,note latest status
Assembly,BBN-Q/pyqgl2,185d56ad04f32b81f1c3988324339bdc79c39ae3,2016-07-13T16:21:43Z,eb8267fa50dd04aa061ac838f90fc58336626f48/467892d4bf102a5486ba18dc5b848f510ef6ca9a/dabe675ff8918039179cf53f1b22c7d99597ee52/736e28cd113ab3ed78568a82a5f831ab845f6e27/6785cdccb960d6740112ec1b0a46f387e1f98417/bc4722240b0ee0c4509d3a5eba4eb07b04f86bbb/,2016-09-09 09:21:00-04:00/2016-09-15 13:53:59-04:00/2016-07-22 09:48:58-04:00/2016-09-09 13:03:19-04:00/2016-09-27 11:32:11-04:00/2016-07-13 13:48:05-04:00/,fix some log statements; fix tracking Sync/Wait replacements; fix detecting 1 length is NaN; add testCMP() test sequence
Assembly,BBN-Q/pyqgl2,efaf4cc96730d04477115c190e8962326d8e1dfc,2016-07-07T18:27:00Z,baf708c6e624f8c1271336391ee2cda6bdc19fb5/,2019-06-11 14:59:37-04:00/,simple barrier test programs
Assembly,BBN-Q/pyqgl2,2df719e8418b6cd4f090cc02e0075d97278bff13,2016-03-31T19:01:58Z,535ddb21a7f0c73c4b9d34afd84322d2e5a6135f/,2017-03-30 13:31:14-04:00/,"for unit tests, the main here is not a qgl2main. The new model is you take the output of pyqgl2.main() -o and make it into Fooqgl1 and import that here"
Assembly,BBN-Q/pyqgl2,5431f01e6410ba93273db439d5f781b99fde3774,2016-08-22T17:42:17Z,4f4b71beeaba6a1f2e9d945f2a3e50eaddf54876/,2016-09-15 17:46:24-04:00/,"fix type of what a ""qbit"" is"
Assembly,BBN-Q/pyqgl2,067ab5ef521187afa37b170ee860c083b4d5b570,2016-02-11T20:25:24Z,0a2b29593cf05b46c34351c3a25329326534fd22/0b7edf6eef0f2928317789d11f6d318d1a1a07dc/afab6733b31db6aac6fe2ccb150aafa5fe239980/8ebe59f49d5a01bd2bc058e8bea9b1b168b2b7c7/,2016-03-16 17:11:25-04:00/2016-02-12 09:53:55-05:00/2016-06-30 18:21:21-04:00/2016-02-11 16:59:06-05:00/,"basic checking of the grouper is working

given a list of statements, partition so that each
referenced qbit appears in exactly one partition,
(plus one partition for all statements that don't
reference any qbits).

Similar to the previous commit, but now works on
actual statements instead of debugging tests
(but doesn't work on arbitrary statements yet)"
Assembly,BBN-Q/pyqgl2,6eb72ec72bd75379fdc3205f542f21ec3311fb48,2016-05-17T17:33:17Z,9898452226f3d4e6b4b4ceb826474c9e0443dc9a/e07657aac6635047e7571e79f7b6617d28ac6453/e31145b3337acdf8917932119e192f4448733704/dcec0cd0e2780ee6db1ec0037a3dcc3b7fb120e3/ad76ab4ac298e83e49d22d3bcfeb3c28ac24eddc/,2017-03-24 11:11:27-04:00/2016-05-23 11:05:13-04:00/2017-04-05 16:56:18-04:00/2017-04-05 17:07:07-04:00/2017-03-23 22:15:42-04:00/,"start to address problems with if-MEAS

it's not right yet, but adds the basic mechanisms.
need to find the qbit number (instead of the label)
and need to make the same sort of modification to
while loops"
Assembly,BBN-Q/pyqgl2,c1e7ad8ac4577fe6426c7a72d601a22c62352106,2016-05-27T14:45:52Z,9a9f0640ccef6ba4e6bc87c71db79c91995615f9/749167b84aef793a81aebf049b20d8e014384207/9ade3a7c693ad77c43f5aa23278accef63ff6971/,2016-06-24 16:30:56-04:00/2016-05-27 10:55:01-04:00/2016-06-24 10:48:34-04:00/,fix printing of float lengths
Assembly,BBN-Q/pyqgl2,82ccfcf926c56d7fad1eb7681790a34d1af966d4,2016-05-23T23:04:30Z,c1ea1b08865aefe9c63ba68d47e10c53e46709bc/99174590189c3bb4480b5fb6f6e9c01f3b5e47bc/,2016-10-04 17:40:35-04:00/2017-04-06 21:52:58-04:00/,"add QubitPlaceholder; fix rewriter, redirector

QubitPlaceholder is a value that can be used in place
of an actual Qubit, just to carry information forward
about the underlying name of the channel.

the rewriter is extended to rewrite the orig_call info
(so that the qubit origins can be meaningfully tracked
if all we have is the name of the variable and not the
underlying name)

the redirector is updated so that if a value is a
QubitPlaceholder, the value is replaced in the AST
with an ast.Name for the underlying qbit (and not a
redirection to a reference to the QubitPlaceholder,
which is not useful to the compiler).

Eventually it would be nice to use real Qubits/Channels
instead of placeholders"
Assembly,BBN-Q/pyqgl2,b878da2722144a34d7c0e9a78cf4d4c57ff58968,2015-10-21T16:14:33Z,d54eef5f9caf8fb6c8b964661e2bd697917e0b73/673d4af48598e6cf070394c538e19c3facb4f69b/141cf4c1da1851044917184ba1747ed0a03bc07e/ee605da2e7adbd5202696c1e5ba4bb90c088b663/4d360b2fa2ea73387efcfb7132343bff79a6d09c/068d11d6e1a890282073b176d8b63672ccad2802/415ae1f94938180403b91a1d4a07576c25927543/170e720cbfa5069f523c4eaed7d550185e33eb6f/c2fc217df593a3e024b9ff80acb3017a069c6b56/9b7a544414650f8d04e88697397a27578208dcdb/b909fc78a71a33f4461b180585bdbfa61ff8b763/183b0c372c530bd2222fdcbe3bf86cd1f7de6d5a/42855ec601664de8d132fa579a868ebcc2e3dda9/e281e54b46fe09121fa92f0c28e909cf522672f2/,2015-10-22 14:30:29-04:00/2015-12-10 17:38:11-05:00/2015-12-10 22:39:29-05:00/2015-11-11 17:17:49-05:00/2016-03-21 16:15:52-04:00/2015-11-10 18:53:34-05:00/2015-11-05 17:00:31-05:00/2016-04-06 17:19:48-04:00/2015-12-08 16:41:59-05:00/2016-03-18 16:16:29-04:00/2015-12-09 11:29:07-05:00/2015-11-06 13:51:55-05:00/2015-11-10 14:10:56-05:00/2015-12-10 16:09:42-05:00/,"sketch of functions to in-line functions

drafty, but worth committing for future reference

in-lines functions and creates new functions
with the qbits parameters removed and replaced with their
values"
Assembly,BBN-Q/pyqgl2,ce8a436ec9dae4e45cbcb513b8ec4ceb7441e578,2016-06-24T14:43:08Z,b1c4760d64e22ef20536af773c73f7ba64de45fa/9ade3a7c693ad77c43f5aa23278accef63ff6971/15cfd751e27195c5f669dcae125e4cb0190723f7/dabe675ff8918039179cf53f1b22c7d99597ee52/395f3a901018b3208958b1ae0859880e3dce68d1/70f0c0eaf36135fa53a2724dffd1958cfe243672/0aed8a16950da4f7d3e8995ebec4aa0ac5ef2418/4398d8b4744a167af3a2712c7e695f44945484e7/9a9f0640ccef6ba4e6bc87c71db79c91995615f9/44fdaf434bf43bb42fd49f4ceb62fccc232cdb47/185d56ad04f32b81f1c3988324339bdc79c39ae3/6785cdccb960d6740112ec1b0a46f387e1f98417/efedc08ec3dee24a1dcc58842709815e79863a13/999fa4c3a5ac3c379350abc94b06130813521f9a/9dba10fb01fb955bcb462e30314af49d12b5292c/95bc42df89afc143ad25d53b1ac50588b8414eb0/,2016-07-19 11:59:37-04:00/2016-06-24 10:48:34-04:00/2016-07-19 11:08:55-04:00/2016-07-22 09:48:58-04:00/2016-07-07 14:35:17-04:00/2016-07-12 17:01:34-04:00/2016-07-13 11:33:51-04:00/2016-09-09 10:13:15-04:00/2016-06-24 16:30:56-04:00/2016-07-22 09:52:09-04:00/2016-07-13 12:21:43-04:00/2016-09-27 11:32:11-04:00/2016-09-27 13:27:42-04:00/2016-07-11 16:36:40-04:00/2016-07-07 15:42:12-04:00/2016-07-07 13:46:31-04:00/,Make my new evenblocks be the new/current one
Assembly,BBN-Q/pyqgl2,604df34f56aec9719c476e98ac77a99a3544616b,2016-07-28T14:57:23Z,3494b2e054574a2034bbae5830c0bced3e555d50/,2016-08-18 13:17:42-04:00/,"fix qgl2stub decorator to be general

wrap the stub, to make the wrapped function's name accessible

also add a second layer to preserve the decoration."
Assembly,BBN-Q/pyqgl2,b5ad2f88d155f15bf456de242e90f020cd0b0249,2016-08-22T15:29:55Z,9690375f0473337f0aa3593260803bdb26444a62/f791681624d5ec22b1a3a0005a83b1bfa31330a9/3bfe751db8d3c46463119be914a2cac7094da49d/,2016-09-12 16:38:08-04:00/2016-09-07 10:19:20-04:00/2016-09-29 14:53:30-04:00/,clean up comments & tests to reflect current status
Assembly,BBN-Q/pyqgl2,299573fe97c35ab2533f95095492d162e15f0448,2015-11-13T15:11:56Z,a76459f972ef3d91648f774e2d5982c4ed1dafcf/,2017-04-13 10:01:57-04:00/,"updating language constants

adding qbit_list and Qbit
getting rid of qgl2import"
Assembly,BBN-Q/pyqgl2,abdc780c7167ad270480570ca10d918f7b629049,2015-12-11T03:35:07Z,8a224933e9a6512a0bc8a5e2e10ab2e6d2d85a3d/,2016-04-01 08:55:04-04:00/,"add diagnostics to never-happen case

if we ever see an unexpected node type, we'll want to know
everything we can about it"
Assembly,BBN-Q/pyqgl2,ffb03129c741bbf455de32cfecd95a234eae1243,2016-06-21T17:44:09Z,ab3b38a7721c6ed4065589340f32575eb94d7f6d/,2016-06-21 18:12:34-04:00/,removed debugging names for barrier funcs
Assembly,BBN-Q/pyqgl2,71b371604c2d63f47c4086975dcb83836cb241eb,2016-09-27T22:52:15Z,30ecc1f528c973a326d224463ff6f94ef4de01f9/4f88f89684171f024eb415bb1b642ab44f444012/,2018-10-10 18:12:56-04:00/2019-08-15 18:46:31-04:00/,"move pulse shapes out of RabiMin

the reference to a function depends on how it is imported
(in some cases) so in order to get the ""same"" reference to
the tanh function in the QGL2 and the QGL1 test code, we
need to move tanh into a different file than the QGL2 code.
If the two references aren't identical, then the unittests
will fail because the shapeParams will look different.

The reason for this is not clear, but this seems to solve
the problem."
Assembly,BBN-Q/pyqgl2,e801c2cc56a229981d9687b67500aa52d9218de9,2016-03-17T22:21:51Z,7424e5d489e10e4e48ec5aab8fe7e965d8f388a7/34586fbf652215762ef3c1c573914174e0e02788/1625d995d8c24a2e68b372cc03a3fe939e00a4de/,2016-04-08 13:19:09-04:00/2016-05-13 14:49:51-04:00/2016-04-04 19:59:13-04:00/,"annotate new blocks with location info

as in the previous commit--there may be other cases
still not handled"
Assembly,BBN-Q/pyqgl2,2546ec4677a6fbeb30d46476d4f9b17c29add300,2016-06-23T15:05:47Z,f6164de8ec7318a1b1117fc9cf2059b3b2c75d6c/,2017-04-06 10:01:35-04:00/,"some cleanup/commenting

converting some control structures to something
that should be easier to read later"
Assembly,BBN-Q/pyqgl2,ccb54dbe588819f0c6c5acef356b351ad09489ee,2016-02-25T18:54:02Z,ec5d2493b4d497df8407a5be031bc5df6971c364/615352f7b26ba981e27b58c382d9565184fccadd/e591628c28a1072e9f4ad6875d07d72dcb6a06a1/956225b652eb80b56aa726a830a1f4768eff67f0/4cf47b421ad55b4f420741d0e56c7a850d2b728f/cda56a922723f87a7a6d39af3a862553609f2927/,2019-06-17 13:51:22-04:00/2016-03-17 13:40:17-04:00/2016-09-07 16:05:57-04:00/2016-07-25 14:28:24-04:00/2016-02-26 13:43:46-05:00/2019-06-24 13:25:22-04:00/,add missing calls to init()
Assembly,BBN-Q/pyqgl2,a6c2ada49436328d123db30d07e165dfdce470e1,2017-04-10T17:42:44Z,19f090f0b17ed60b9195793f183eae5fd7b73a2b/,2017-04-13 16:03:24-04:00/,"Add some comments.

[ci skip]"
Assembly,BBN-Q/pyqgl2,b0ecccb54e82ff0273ba0e3d14a212f5b9c5485f,2015-12-04T18:04:45Z,9cb318b7571c04e45f01390200822782cafe3311/,2015-12-10 22:36:51-05:00/,"copy methods referenced here but defined elsewhere

this code is halfway through a refactoring and is fairly
gross, but I want to get a working version to push"
Assembly,BBN-Q/pyqgl2,ad66aad5919b9be3fa1666414ef6b33de1936a95,2016-09-15T19:13:28Z,c7497df9f519ff1b808cbc2bafae21752051fe1f/46c795c32302219a312d0e21167f3110dd1b9a9f/ebf88aeda0758a5a0c9a8b1b386573e7fca2f911/,2016-09-15 17:13:03-04:00/2016-09-15 17:27:49-04:00/2019-09-12 16:34:12-04:00/,"rough version of new type checking calls

this version does the checks in the preprocessor
instead of handing them to the python interpreter.
In the long run this should be faster and require
less memory, and cause less clutter in the code,
but right now this is still messy."
Assembly,BBN-Q/pyqgl2,18cc45e1f935c5f4fb282b8bbc45cfde79c1cfe5,2016-03-31T23:13:08Z,3027bc0a9c4ae5cdcad7c0d53e0908e06a2454af/,2016-05-13 14:58:56-04:00/,"single import for all the ""control"" stubs

a QGL2 programmer won't ordinarily put a 'Goto'
(for example) in their QGL2 code, but this needs
to be defined or else the preprocessor (which
generates code that uses 'Goto', among other
low-level symbols) needs to have this defined.
Importing * from this module accomplishes this."
Assembly,BBN-Q/pyqgl2,69618dae0d1e8b0b5d31fcf2eed97fa38dd6feea,2015-11-05T21:53:41Z,5b6d59d06703388764770dec0f09cc6a260c0114/9fd00f045a66b4db21318320aeb74e973935a172/53db27637e4b66d965ed74a9dd7d5c46dbf978e2/7e58178bf4985c8739959575378b7bb7d21b6f72/,2015-11-10 18:51:46-05:00/2015-11-10 10:18:48-05:00/2015-11-06 13:50:20-05:00/2015-11-10 14:10:09-05:00/,"add methods for collapsing names, getting fparams

collapsing names: turn the ast for something like 'a.b.c' back
into a string 'a.b.c', which is usually a nicer representation
(I am still on the fence in some contexts)

the _qbit_decl was moved from check_qbit to the importer,
so that it can be used wherever the importer is available.
it does not use any cached state, so it doesn't need to be
part of either class, except for the convenience of the
error messages.  I am not satisfied with this organization;
we need a general set of helpers we can mix in with the
different classes instead of lugging an importer around."
Assembly,BBN-Q/pyqgl2,141cf4c1da1851044917184ba1747ed0a03bc07e,2015-12-11T03:39:29Z,170e720cbfa5069f523c4eaed7d550185e33eb6f/,2016-04-06 17:19:48-04:00/,use new CheckWaveforms interface
Assembly,BBN-Q/pyqgl2,fb4bee82a00e664668fbdfd3e3f69576d8e397c2,2016-03-28T20:37:41Z,561bb35044b9bc3f7026e8201239ac987772389b/3f2ea3d243268ee50c8dd32c1d313616815a625f/dcd2bfd93d1abbb86f385a360790a3fad7cd3519/a65b9479f6dc37d81e38f6f5ad495865b8f93fc4/4526c98058166eabdce7fd7e719b929c1efdf445/,2016-04-05 21:14:19-04:00/2016-05-11 11:11:14-04:00/2016-04-01 09:48:17-04:00/2016-10-10 11:27:29-04:00/2016-04-06 18:35:00-04:00/,more gracefully handle the multi qubit test files
Assembly,BBN-Q/pyqgl2,ddbaf39ee4162f676ebf53b94da3e98c1181d857,2016-05-13T10:43:26Z,cbd421f6cefc2dbd63d696b0ca92698054324459/e6c722dbc35cb906b4b019733a05094b648eb7c6/,2017-03-22 16:14:31-04:00/2016-05-17 19:43:06-04:00/,"remove/comment out many diagnostic prints

these were for development, not for general users"
Assembly,BBN-Q/pyqgl2,1bf90265d83b75301896f1bb20e1991487e05827,2016-09-07T13:37:51Z,ef42a9b1125661d6997032a6199dae71ffaf7362/29f3ee10cc95e01fd170d70ad6685a929349aebb/f791681624d5ec22b1a3a0005a83b1bfa31330a9/,2017-03-22 16:13:42-04:00/2016-09-07 09:48:21-04:00/2016-09-07 10:19:20-04:00/,"Move some test files to top-level test/ directory.

Add a README to explainer container setup."
Assembly,BBN-Q/pyqgl2,7e58178bf4985c8739959575378b7bb7d21b6f72,2015-11-10T19:10:09Z,06de51e238484a3a2bc71408d11f11f869276a55/5b6d59d06703388764770dec0f09cc6a260c0114/9265f051b5c7f4df1edaff3c30029e4f3e3a8c90/abdc780c7167ad270480570ca10d918f7b629049/8ca9d01574f29d7ddbfc80b5730c8859bbe6b126/df1a66d81703dff93e18d6719cbb13db4f9e5599/10bb55d2cf6dc8c9fbe9c0ccb060e788da443876/e57ed44d4a076aaced4afbee3f4f8784e82830ea/fa77aa7397a246c22b4f290c8cb792c3c97e7a21/3d7684c52e971ee5e1db1dd858a2a387230acea1/adfcf31a67c6575eafe034ed8cedc3e7baba37f1/29a39b1368276c16fd654acd1aa1a5cc68da6623/,2015-12-15 21:15:33-05:00/2015-11-10 18:51:46-05:00/2016-01-25 12:58:55-05:00/2015-12-10 22:35:07-05:00/2015-11-13 10:11:24-05:00/2015-12-04 12:52:24-05:00/2015-11-11 17:16:43-05:00/2016-02-09 11:30:55-05:00/2016-01-27 12:46:48-05:00/2015-11-13 16:54:06-05:00/2016-05-13 09:56:00-04:00/2015-11-11 14:20:54-05:00/,"new importer almost complete

once functionality is complete, all the old code
needs to be removed to reduce the general level
of undergrowth"
Assembly,BBN-Q/pyqgl2,60ff672fe63657948385d69b9f33e497f58ef28b,2016-09-24T19:57:51Z,29302b00c0c43ad4b98ca18e095fd51cddd26bf3/,2019-06-19 13:35:55-04:00/,"remove import of create_cal_seqs; fix Id() calls

Id() must use keyword arg for length (for now)

create_cal_seqs contains imports that fail, and the
function doesn't work anyway.  We don't currently
use it in our tests, so let's not import it"
Assembly,BBN-Q/pyqgl2,be92b87f356331e38626a06ed71a3836560ef326,2016-05-12T19:42:45Z,7d91ee99c852dc019fbee029833348e067773324/e6c722dbc35cb906b4b019733a05094b648eb7c6/dc3cf36f7d3749770848fcc440337e487c29cdda/144a79f1b2df8d24599208d3e30c9093521712fe/ddbaf39ee4162f676ebf53b94da3e98c1181d857/,2016-05-12 19:00:18-04:00/2016-05-17 19:43:06-04:00/2016-08-29 18:16:29-04:00/2016-05-13 14:34:55-04:00/2016-05-13 06:43:26-04:00/,rewriting names for all assignments
Assembly,BBN-Q/pyqgl2,a7d763c536918c55d62a28563770cba2b27a6a43,2016-09-21T18:27:26Z,d4f4f6887422e5821c1b299e022f0d79357584a4/,2016-09-21 14:55:41-04:00/,Add another edge from q2 to q1 to support edgeTest4
Assembly,BBN-Q/pyqgl2,d8bd1ce6444dee95ffc9b239d6937cdf4582eb2d,2016-05-30T01:39:11Z,636398387db14da08e2c58a533b9fb9d72bdde22/,2016-06-03 14:07:12-04:00/,"handle statements that aren't ast.Expr instances

handle things that aren't pure stubs"
Assembly,BBN-Q/pyqgl2,e841d3f099ff3b035919fff5a9cc0202010a9286,2015-12-10T22:37:20Z,f6164de8ec7318a1b1117fc9cf2059b3b2c75d6c/697f7464e490a6d54e333324832314b58f65285b/b24538119fd6d1243f08b19ab30a159522b8abe9/a7895d9422cf21b9beb83be6c650e1809fba5e48/,2017-04-06 10:01:35-04:00/2016-02-12 10:21:15-05:00/2016-02-26 16:25:29-05:00/2015-12-10 22:38:33-05:00/,"add later checks, post optimization

the post-optimization checks are not effective right now.
I've introduced a bug somewhere"
Assembly,BBN-Q/pyqgl2,f782658e06b511bc2ad181bf2e03456a03cc0625,2016-02-26T21:24:40Z,362b36d9e9f9d57a6e63552b78b5524049c52b13/,2016-08-18 17:25:25-04:00/,"change change_count to change_cnt for consistency

other classes use change_cnt, so let's be consistent"
Assembly,BBN-Q/pyqgl2,6c9e4ef845ad4c297d46b9196fe714f752a8781f,2016-09-22T22:44:29Z,c0c19b3177f13755d7e2cc341a5bd5a901bb051b/,2016-09-23 16:07:38-04:00/,"new impl of init, as a stub"
